transaction_id,building_id,lease_id,transaction_date,type,amount,status,created_at
1175,10,56.0,2024-07-13,Rent,1483.6,Paid,2024-07-13
1176,10,56.0,2024-08-12,Rent,1483.6,Paid,2024-08-12
1177,10,56.0,2024-09-11,Rent,1483.6,Paid,2024-09-11
1178,10,56.0,2024-10-11,Rent,1483.6,Paid,2024-10-11
1179,10,56.0,2024-11-10,Rent,1483.6,Paid,2024-11-10
1180,10,56.0,2024-12-10,Rent,1483.6,Paid,2024-12-10
1181,6,57.0,2023-04-08,Rent,611.22,Paid,2023-04-08
1182,6,57.0,2023-05-08,Rent,611.22,Paid,2023-05-08
1183,6,57.0,2023-06-07,Rent,611.22,Paid,2023-06-07
1184,6,57.0,2023-07-07,Rent,611.22,Paid,2023-07-07
1185,6,57.0,2023-08-06,Rent,611.22,Paid,2023-08-06
1186,6,57.0,2023-09-05,Rent,611.22,Paid,2023-09-05
1187,6,57.0,2023-10-05,Rent,611.22,Paid,2023-10-05
1188,6,57.0,2023-11-04,Rent,611.22,Paid,2023-11-04
1189,6,57.0,2023-12-04,Rent,611.22,Paid,2023-12-04
1190,6,57.0,2024-01-03,Rent,611.22,Paid,2024-01-03
1191,6,57.0,2024-02-02,Rent,611.22,Paid,2024-02-02
1192,6,57.0,2024-03-03,Rent,611.22,Paid,2024-03-03
1193,6,57.0,2024-04-02,Rent,611.22,Paid,2024-04-02
1194,6,57.0,2024-05-02,Rent,611.22,Paid,2024-05-02
1195,6,57.0,2024-06-01,Rent,611.22,Paid,2024-06-01
1196,6,57.0,2024-07-01,Rent,611.22,Paid,2024-07-01
1197,6,57.0,2024-07-31,Rent,611.22,Pending,2024-07-31
1198,6,57.0,2024-08-30,Rent,611.22,Paid,2024-08-30
1199,6,57.0,2024-09-29,Rent,611.22,Paid,2024-09-29
1200,6,57.0,2024-10-29,Rent,611.22,Paid,2024-10-29
1201,13,58.0,2022-12-14,Rent,625.25,Paid,2022-12-14
1202,13,58.0,2023-01-13,Rent,625.25,Paid,2023-01-13
1203,13,58.0,2023-02-12,Rent,625.25,Paid,2023-02-12
1204,13,58.0,2023-03-14,Rent,625.25,Paid,2023-03-14
1205,13,58.0,2023-04-13,Rent,625.25,Paid,2023-04-13
1206,13,58.0,2023-05-13,Rent,625.25,Paid,2023-05-13
1207,13,58.0,2023-06-12,Rent,625.25,Paid,2023-06-12
1208,13,58.0,2023-07-12,Rent,625.25,Paid,2023-07-12
1209,13,58.0,2023-08-11,Rent,625.25,Paid,2023-08-11
1210,13,58.0,2023-09-10,Rent,625.25,Paid,2023-09-10
1211,13,58.0,2023-10-10,Rent,625.25,Paid,2023-10-10
1212,13,58.0,2023-11-09,Rent,625.25,Paid,2023-11-09
1213,13,58.0,2023-12-09,Rent,625.25,Pending,2023-12-09
1214,13,58.0,2024-01-08,Rent,625.25,Paid,2024-01-08
1215,13,58.0,2024-02-07,Rent,625.25,Paid,2024-02-07
1216,13,58.0,2024-03-08,Rent,625.25,Paid,2024-03-08
1217,13,58.0,2024-04-07,Rent,625.25,Paid,2024-04-07
1218,13,58.0,2024-05-07,Rent,625.25,Paid,2024-05-07
1219,13,58.0,2024-06-06,Rent,625.25,Paid,2024-06-06
1220,13,58.0,2024-07-06,Rent,625.25,Paid,2024-07-06
1221,13,58.0,2024-08-05,Rent,625.25,Paid,2024-08-05
1222,13,58.0,2024-09-04,Rent,625.25,Paid,2024-09-04
1223,13,58.0,2024-10-04,Rent,625.25,Paid,2024-10-04
1224,13,58.0,2024-11-03,Rent,625.25,Paid,2024-11-03
1225,13,58.0,2024-12-03,Rent,625.25,Pending,2024-12-03
1226,5,59.0,2023-03-02,Rent,670.2,Paid,2023-03-02
1227,5,59.0,2023-04-01,Rent,670.2,Paid,2023-04-01
1228,5,59.0,2023-05-01,Rent,670.2,Paid,2023-05-01
1229,5,59.0,2023-05-31,Rent,670.2,Paid,2023-05-31
1230,5,59.0,2023-06-30,Rent,670.2,Paid,2023-06-30
1231,5,59.0,2023-07-30,Rent,670.2,Paid,2023-07-30
1232,5,59.0,2023-08-29,Rent,670.2,Paid,2023-08-29
1233,5,59.0,2023-09-28,Rent,670.2,Paid,2023-09-28
1234,5,59.0,2023-10-28,Rent,670.2,Paid,2023-10-28
1235,5,59.0,2023-11-27,Rent,670.2,Paid,2023-11-27
1236,5,59.0,2023-12-27,Rent,670.2,Paid,2023-12-27
1237,5,59.0,2024-01-26,Rent,670.2,Paid,2024-01-26
1238,5,59.0,2024-02-25,Rent,670.2,Paid,2024-02-25
1239,5,59.0,2024-03-26,Rent,670.2,Paid,2024-03-26
1240,5,59.0,2024-04-25,Rent,670.2,Paid,2024-04-25
1241,5,59.0,2024-05-25,Rent,670.2,Paid,2024-05-25
1242,2,60.0,2023-03-14,Rent,1097.92,Paid,2023-03-14
1243,2,60.0,2023-04-13,Rent,1097.92,Paid,2023-04-13
1244,2,60.0,2023-05-13,Rent,1097.92,Paid,2023-05-13
1245,2,60.0,2023-06-12,Rent,1097.92,Paid,2023-06-12
1246,2,60.0,2023-07-12,Rent,1097.92,Paid,2023-07-12
1247,2,60.0,2023-08-11,Rent,1097.92,Paid,2023-08-11
1248,2,60.0,2023-09-10,Rent,1097.92,Paid,2023-09-10
1249,2,60.0,2023-10-10,Rent,1097.92,Paid,2023-10-10
1250,2,60.0,2023-11-09,Rent,1097.92,Paid,2023-11-09
1251,2,60.0,2023-12-09,Rent,1097.92,Paid,2023-12-09
1252,2,60.0,2024-01-08,Rent,1097.92,Paid,2024-01-08
1253,2,60.0,2024-02-07,Rent,1097.92,Paid,2024-02-07
1254,2,60.0,2024-03-08,Rent,1097.92,Paid,2024-03-08
1255,2,60.0,2024-04-07,Rent,1097.92,Paid,2024-04-07
1256,2,60.0,2024-05-07,Rent,1097.92,Paid,2024-05-07
1257,2,60.0,2024-06-06,Rent,1097.92,Paid,2024-06-06
1258,2,60.0,2024-07-06,Rent,1097.92,Paid,2024-07-06
1259,2,60.0,2024-08-05,Rent,1097.92,Paid,2024-08-05
1260,2,60.0,2024-09-04,Rent,1097.92,Pending,2024-09-04
1261,2,60.0,2024-10-04,Rent,1097.92,Paid,2024-10-04
1262,2,60.0,2024-11-03,Rent,1097.92,Pending,2024-11-03
1263,2,60.0,2024-12-03,Rent,1097.92,Paid,2024-12-03
1264,18,61.0,2022-09-19,Rent,1309.29,Paid,2022-09-19
1265,18,61.0,2022-10-19,Rent,1309.29,Paid,2022-10-19
1266,18,61.0,2022-11-18,Rent,1309.29,Paid,2022-11-18
1267,18,61.0,2022-12-18,Rent,1309.29,Paid,2022-12-18
1268,18,61.0,2023-01-17,Rent,1309.29,Paid,2023-01-17
1269,18,61.0,2023-02-16,Rent,1309.29,Paid,2023-02-16
1270,18,61.0,2023-03-18,Rent,1309.29,Paid,2023-03-18
1271,18,61.0,2023-04-17,Rent,1309.29,Paid,2023-04-17
1272,18,61.0,2023-05-17,Rent,1309.29,Paid,2023-05-17
1273,18,61.0,2023-06-16,Rent,1309.29,Paid,2023-06-16
1274,18,61.0,2023-07-16,Rent,1309.29,Paid,2023-07-16
1275,18,61.0,2023-08-15,Rent,1309.29,Paid,2023-08-15
1276,18,61.0,2023-09-14,Rent,1309.29,Paid,2023-09-14
1277,18,61.0,2023-10-14,Rent,1309.29,Paid,2023-10-14
1278,18,61.0,2023-11-13,Rent,1309.29,Paid,2023-11-13
1279,18,61.0,2023-12-13,Rent,1309.29,Paid,2023-12-13
1280,18,61.0,2024-01-12,Rent,1309.29,Paid,2024-01-12
1281,18,61.0,2024-02-11,Rent,1309.29,Paid,2024-02-11
1282,18,61.0,2024-03-12,Rent,1309.29,Paid,2024-03-12
1283,18,61.0,2024-04-11,Rent,1309.29,Paid,2024-04-11
1284,18,61.0,2024-05-11,Rent,1309.29,Paid,2024-05-11
1285,18,61.0,2024-06-10,Rent,1309.29,Paid,2024-06-10
1286,18,61.0,2024-07-10,Rent,1309.29,Paid,2024-07-10
1287,18,61.0,2024-08-09,Rent,1309.29,Paid,2024-08-09
1288,18,61.0,2024-09-08,Rent,1309.29,Paid,2024-09-08
1289,2,62.0,2023-12-05,Rent,1317.38,Paid,2023-12-05
1290,2,62.0,2024-01-04,Rent,1317.38,Paid,2024-01-04
1291,2,62.0,2024-02-03,Rent,1317.38,Pending,2024-02-03
1292,2,62.0,2024-03-04,Rent,1317.38,Paid,2024-03-04
1293,2,62.0,2024-04-03,Rent,1317.38,Pending,2024-04-03
1294,2,62.0,2024-05-03,Rent,1317.38,Pending,2024-05-03
1295,2,62.0,2024-06-02,Rent,1317.38,Paid,2024-06-02
1296,2,62.0,2024-07-02,Rent,1317.38,Paid,2024-07-02
1297,2,62.0,2024-08-01,Rent,1317.38,Paid,2024-08-01
1298,2,62.0,2024-08-31,Rent,1317.38,Paid,2024-08-31
1299,2,62.0,2024-09-30,Rent,1317.38,Pending,2024-09-30
1300,2,62.0,2024-10-30,Rent,1317.38,Paid,2024-10-30
1301,2,62.0,2024-11-29,Rent,1317.38,Paid,2024-11-29
1302,2,62.0,2024-12-29,Rent,1317.38,Paid,2024-12-29
1303,5,63.0,2022-04-04,Rent,924.06,Paid,2022-04-04
1304,5,63.0,2022-05-04,Rent,924.06,Paid,2022-05-04
1305,5,63.0,2022-06-03,Rent,924.06,Paid,2022-06-03
1306,5,63.0,2022-07-03,Rent,924.06,Paid,2022-07-03
1307,5,63.0,2022-08-02,Rent,924.06,Paid,2022-08-02
1308,5,63.0,2022-09-01,Rent,924.06,Paid,2022-09-01
1309,5,63.0,2022-10-01,Rent,924.06,Paid,2022-10-01
1310,5,63.0,2022-10-31,Rent,924.06,Paid,2022-10-31
1311,5,63.0,2022-11-30,Rent,924.06,Paid,2022-11-30
1312,5,63.0,2022-12-30,Rent,924.06,Paid,2022-12-30
1313,5,63.0,2023-01-29,Rent,924.06,Paid,2023-01-29
1314,5,63.0,2023-02-28,Rent,924.06,Pending,2023-02-28
1315,5,63.0,2023-03-30,Rent,924.06,Paid,2023-03-30
1316,5,63.0,2023-04-29,Rent,924.06,Paid,2023-04-29
1317,5,63.0,2023-05-29,Rent,924.06,Paid,2023-05-29
1318,5,63.0,2023-06-28,Rent,924.06,Paid,2023-06-28
1319,4,64.0,2023-03-19,Rent,911.3,Paid,2023-03-19
1320,4,64.0,2023-04-18,Rent,911.3,Paid,2023-04-18
1321,4,64.0,2023-05-18,Rent,911.3,Paid,2023-05-18
1322,4,64.0,2023-06-17,Rent,911.3,Paid,2023-06-17
1323,4,64.0,2023-07-17,Rent,911.3,Paid,2023-07-17
1324,4,64.0,2023-08-16,Rent,911.3,Paid,2023-08-16
1325,4,64.0,2023-09-15,Rent,911.3,Paid,2023-09-15
1326,4,64.0,2023-10-15,Rent,911.3,Paid,2023-10-15
1327,4,64.0,2023-11-14,Rent,911.3,Paid,2023-11-14
1328,4,64.0,2023-12-14,Rent,911.3,Paid,2023-12-14
1329,4,64.0,2024-01-13,Rent,911.3,Paid,2024-01-13
1330,4,64.0,2024-02-12,Rent,911.3,Paid,2024-02-12
1331,4,64.0,2024-03-13,Rent,911.3,Paid,2024-03-13
1332,4,64.0,2024-04-12,Rent,911.3,Paid,2024-04-12
1333,4,64.0,2024-05-12,Rent,911.3,Paid,2024-05-12
1334,4,64.0,2024-06-11,Rent,911.3,Paid,2024-06-11
1335,16,65.0,2023-01-17,Rent,780.82,Paid,2023-01-17
1336,16,65.0,2023-02-16,Rent,780.82,Pending,2023-02-16
1337,16,65.0,2023-03-18,Rent,780.82,Paid,2023-03-18
1338,16,65.0,2023-04-17,Rent,780.82,Paid,2023-04-17
1339,16,65.0,2023-05-17,Rent,780.82,Paid,2023-05-17
1340,16,65.0,2023-06-16,Rent,780.82,Pending,2023-06-16
1341,16,65.0,2023-07-16,Rent,780.82,Paid,2023-07-16
1342,16,65.0,2023-08-15,Rent,780.82,Paid,2023-08-15
1343,16,65.0,2023-09-14,Rent,780.82,Paid,2023-09-14
1344,16,65.0,2023-10-14,Rent,780.82,Paid,2023-10-14
1345,16,65.0,2023-11-13,Rent,780.82,Paid,2023-11-13
1346,16,65.0,2023-12-13,Rent,780.82,Paid,2023-12-13
1347,16,65.0,2024-01-12,Rent,780.82,Paid,2024-01-12
1348,16,65.0,2024-02-11,Rent,780.82,Paid,2024-02-11
1349,16,65.0,2024-03-12,Rent,780.82,Paid,2024-03-12
1350,16,65.0,2024-04-11,Rent,780.82,Paid,2024-04-11
1351,16,65.0,2024-05-11,Rent,780.82,Paid,2024-05-11
1352,12,66.0,2022-03-03,Rent,1672.24,Paid,2022-03-03
1353,12,66.0,2022-04-02,Rent,1672.24,Pending,2022-04-02
1354,12,66.0,2022-05-02,Rent,1672.24,Paid,2022-05-02
1355,12,66.0,2022-06-01,Rent,1672.24,Paid,2022-06-01
1356,12,66.0,2022-07-01,Rent,1672.24,Paid,2022-07-01
1357,12,66.0,2022-07-31,Rent,1672.24,Paid,2022-07-31
1358,12,66.0,2022-08-30,Rent,1672.24,Paid,2022-08-30
1359,12,66.0,2022-09-29,Rent,1672.24,Paid,2022-09-29
1360,12,66.0,2022-10-29,Rent,1672.24,Paid,2022-10-29
1361,12,66.0,2022-11-28,Rent,1672.24,Paid,2022-11-28
1362,12,66.0,2022-12-28,Rent,1672.24,Paid,2022-12-28
1363,12,66.0,2023-01-27,Rent,1672.24,Paid,2023-01-27
1364,12,66.0,2023-02-26,Rent,1672.24,Paid,2023-02-26
1365,12,66.0,2023-03-28,Rent,1672.24,Paid,2023-03-28
1366,12,66.0,2023-04-27,Rent,1672.24,Paid,2023-04-27
1367,12,66.0,2023-05-27,Rent,1672.24,Paid,2023-05-27
1368,12,66.0,2023-06-26,Rent,1672.24,Paid,2023-06-26
1369,12,66.0,2023-07-26,Rent,1672.24,Paid,2023-07-26
1370,12,66.0,2023-08-25,Rent,1672.24,Paid,2023-08-25
1371,12,66.0,2023-09-24,Rent,1672.24,Paid,2023-09-24
1372,12,66.0,2023-10-24,Rent,1672.24,Paid,2023-10-24
1373,12,66.0,2023-11-23,Rent,1672.24,Paid,2023-11-23
1374,12,66.0,2023-12-23,Rent,1672.24,Paid,2023-12-23
1375,12,66.0,2024-01-22,Rent,1672.24,Paid,2024-01-22
1376,12,66.0,2024-02-21,Rent,1672.24,Paid,2024-02-21
1377,12,66.0,2024-03-22,Rent,1672.24,Paid,2024-03-22
1378,12,66.0,2024-04-21,Rent,1672.24,Paid,2024-04-21
1379,12,66.0,2024-05-21,Rent,1672.24,Paid,2024-05-21
1380,12,66.0,2024-06-20,Rent,1672.24,Paid,2024-06-20
1381,12,66.0,2024-07-20,Rent,1672.24,Paid,2024-07-20
1382,12,66.0,2024-08-19,Rent,1672.24,Paid,2024-08-19
1383,12,66.0,2024-09-18,Rent,1672.24,Paid,2024-09-18
1384,12,66.0,2024-10-18,Rent,1672.24,Paid,2024-10-18
1385,17,67.0,2023-07-30,Rent,1088.79,Paid,2023-07-30
1386,17,67.0,2023-08-29,Rent,1088.79,Paid,2023-08-29
1387,17,67.0,2023-09-28,Rent,1088.79,Paid,2023-09-28
1388,17,67.0,2023-10-28,Rent,1088.79,Paid,2023-10-28
1389,17,67.0,2023-11-27,Rent,1088.79,Paid,2023-11-27
1390,17,67.0,2023-12-27,Rent,1088.79,Paid,2023-12-27
1391,17,67.0,2024-01-26,Rent,1088.79,Paid,2024-01-26
1392,17,67.0,2024-02-25,Rent,1088.79,Paid,2024-02-25
1393,17,67.0,2024-03-26,Rent,1088.79,Paid,2024-03-26
1394,17,67.0,2024-04-25,Rent,1088.79,Paid,2024-04-25
1395,17,67.0,2024-05-25,Rent,1088.79,Paid,2024-05-25
1396,17,67.0,2024-06-24,Rent,1088.79,Paid,2024-06-24
1397,17,67.0,2024-07-24,Rent,1088.79,Paid,2024-07-24
1398,17,67.0,2024-08-23,Rent,1088.79,Paid,2024-08-23
1399,17,67.0,2024-09-22,Rent,1088.79,Paid,2024-09-22
1400,17,67.0,2024-10-22,Rent,1088.79,Pending,2024-10-22
1401,17,67.0,2024-11-21,Rent,1088.79,Paid,2024-11-21
1402,17,67.0,2024-12-21,Rent,1088.79,Paid,2024-12-21
1403,13,68.0,2022-05-06,Rent,1559.92,Paid,2022-05-06
1404,13,68.0,2022-06-05,Rent,1559.92,Paid,2022-06-05
1405,13,68.0,2022-07-05,Rent,1559.92,Paid,2022-07-05
1406,13,68.0,2022-08-04,Rent,1559.92,Paid,2022-08-04
1407,13,68.0,2022-09-03,Rent,1559.92,Paid,2022-09-03
1408,13,68.0,2022-10-03,Rent,1559.92,Paid,2022-10-03
1409,13,68.0,2022-11-02,Rent,1559.92,Paid,2022-11-02
1410,13,68.0,2022-12-02,Rent,1559.92,Paid,2022-12-02
1411,13,68.0,2023-01-01,Rent,1559.92,Paid,2023-01-01
1412,13,68.0,2023-01-31,Rent,1559.92,Paid,2023-01-31
1413,13,68.0,2023-03-02,Rent,1559.92,Paid,2023-03-02
1414,13,68.0,2023-04-01,Rent,1559.92,Paid,2023-04-01
1415,13,68.0,2023-05-01,Rent,1559.92,Paid,2023-05-01
1416,13,68.0,2023-05-31,Rent,1559.92,Paid,2023-05-31
1417,13,68.0,2023-06-30,Rent,1559.92,Paid,2023-06-30
1418,13,68.0,2023-07-30,Rent,1559.92,Paid,2023-07-30
1419,13,68.0,2023-08-29,Rent,1559.92,Paid,2023-08-29
1420,13,68.0,2023-09-28,Rent,1559.92,Paid,2023-09-28
1421,13,68.0,2023-10-28,Rent,1559.92,Paid,2023-10-28
1422,13,68.0,2023-11-27,Rent,1559.92,Paid,2023-11-27
1423,13,68.0,2023-12-27,Rent,1559.92,Paid,2023-12-27
1424,13,68.0,2024-01-26,Rent,1559.92,Paid,2024-01-26
1425,13,68.0,2024-02-25,Rent,1559.92,Paid,2024-02-25
1426,13,68.0,2024-03-26,Rent,1559.92,Paid,2024-03-26
1427,13,68.0,2024-04-25,Rent,1559.92,Paid,2024-04-25
1428,13,68.0,2024-05-25,Rent,1559.92,Paid,2024-05-25
1429,13,68.0,2024-06-24,Rent,1559.92,Paid,2024-06-24
1430,1,69.0,2023-11-13,Rent,1062.05,Paid,2023-11-13
1431,1,69.0,2023-12-13,Rent,1062.05,Paid,2023-12-13
1432,1,69.0,2024-01-12,Rent,1062.05,Paid,2024-01-12
1433,1,69.0,2024-02-11,Rent,1062.05,Paid,2024-02-11
1434,1,69.0,2024-03-12,Rent,1062.05,Paid,2024-03-12
1435,1,69.0,2024-04-11,Rent,1062.05,Paid,2024-04-11
1436,1,69.0,2024-05-11,Rent,1062.05,Paid,2024-05-11
1437,1,69.0,2024-06-10,Rent,1062.05,Paid,2024-06-10
1438,1,69.0,2024-07-10,Rent,1062.05,Paid,2024-07-10
1439,1,69.0,2024-08-09,Rent,1062.05,Paid,2024-08-09
1440,1,69.0,2024-09-08,Rent,1062.05,Paid,2024-09-08
1441,1,69.0,2024-10-08,Rent,1062.05,Paid,2024-10-08
1442,1,69.0,2024-11-07,Rent,1062.05,Paid,2024-11-07
1443,1,69.0,2024-12-07,Rent,1062.05,Paid,2024-12-07
1444,12,70.0,2022-02-22,Rent,1263.85,Paid,2022-02-22
1445,12,70.0,2022-03-24,Rent,1263.85,Paid,2022-03-24
1446,12,70.0,2022-04-23,Rent,1263.85,Paid,2022-04-23
1447,12,70.0,2022-05-23,Rent,1263.85,Paid,2022-05-23
1448,12,70.0,2022-06-22,Rent,1263.85,Paid,2022-06-22
1449,12,70.0,2022-07-22,Rent,1263.85,Paid,2022-07-22
1450,12,70.0,2022-08-21,Rent,1263.85,Paid,2022-08-21
1451,12,70.0,2022-09-20,Rent,1263.85,Paid,2022-09-20
1452,12,70.0,2022-10-20,Rent,1263.85,Paid,2022-10-20
1453,12,70.0,2022-11-19,Rent,1263.85,Paid,2022-11-19
1454,12,70.0,2022-12-19,Rent,1263.85,Paid,2022-12-19
1455,12,70.0,2023-01-18,Rent,1263.85,Paid,2023-01-18
1456,12,70.0,2023-02-17,Rent,1263.85,Paid,2023-02-17
1457,12,70.0,2023-03-19,Rent,1263.85,Paid,2023-03-19
1458,12,70.0,2023-04-18,Rent,1263.85,Pending,2023-04-18
1459,12,70.0,2023-05-18,Rent,1263.85,Paid,2023-05-18
1460,12,70.0,2023-06-17,Rent,1263.85,Paid,2023-06-17
1461,12,70.0,2023-07-17,Rent,1263.85,Paid,2023-07-17
1462,12,70.0,2023-08-16,Rent,1263.85,Paid,2023-08-16
1463,12,70.0,2023-09-15,Rent,1263.85,Paid,2023-09-15
1464,12,70.0,2023-10-15,Rent,1263.85,Paid,2023-10-15
1465,12,70.0,2023-11-14,Rent,1263.85,Paid,2023-11-14
1466,4,71.0,2022-11-16,Rent,1273.71,Paid,2022-11-16
1467,4,71.0,2022-12-16,Rent,1273.71,Pending,2022-12-16
1468,4,71.0,2023-01-15,Rent,1273.71,Paid,2023-01-15
1469,4,71.0,2023-02-14,Rent,1273.71,Pending,2023-02-14
1470,4,71.0,2023-03-16,Rent,1273.71,Paid,2023-03-16
1471,4,71.0,2023-04-15,Rent,1273.71,Paid,2023-04-15
1472,4,71.0,2023-05-15,Rent,1273.71,Paid,2023-05-15
1473,4,71.0,2023-06-14,Rent,1273.71,Paid,2023-06-14
1474,4,71.0,2023-07-14,Rent,1273.71,Paid,2023-07-14
1475,4,71.0,2023-08-13,Rent,1273.71,Paid,2023-08-13
1476,4,71.0,2023-09-12,Rent,1273.71,Paid,2023-09-12
1477,4,71.0,2023-10-12,Rent,1273.71,Paid,2023-10-12
1478,4,71.0,2023-11-11,Rent,1273.71,Paid,2023-11-11
1479,4,71.0,2023-12-11,Rent,1273.71,Paid,2023-12-11
1480,4,71.0,2024-01-10,Rent,1273.71,Paid,2024-01-10
1481,4,71.0,2024-02-09,Rent,1273.71,Paid,2024-02-09
1482,4,71.0,2024-03-10,Rent,1273.71,Paid,2024-03-10
1483,4,71.0,2024-04-09,Rent,1273.71,Paid,2024-04-09
1484,4,71.0,2024-05-09,Rent,1273.71,Paid,2024-05-09
1485,4,71.0,2024-06-08,Rent,1273.71,Paid,2024-06-08
1486,4,71.0,2024-07-08,Rent,1273.71,Paid,2024-07-08
1487,4,71.0,2024-08-07,Rent,1273.71,Paid,2024-08-07
1488,4,71.0,2024-09-06,Rent,1273.71,Paid,2024-09-06
1489,4,71.0,2024-10-06,Rent,1273.71,Paid,2024-10-06
1490,4,71.0,2024-11-05,Rent,1273.71,Paid,2024-11-05
1491,6,72.0,2023-08-15,Rent,501.05,Paid,2023-08-15
1492,6,72.0,2023-09-14,Rent,501.05,Paid,2023-09-14
1493,6,72.0,2023-10-14,Rent,501.05,Paid,2023-10-14
1494,6,72.0,2023-11-13,Rent,501.05,Paid,2023-11-13
1495,6,72.0,2023-12-13,Rent,501.05,Paid,2023-12-13
1496,6,72.0,2024-01-12,Rent,501.05,Paid,2024-01-12
1497,6,72.0,2024-02-11,Rent,501.05,Paid,2024-02-11
1498,6,72.0,2024-03-12,Rent,501.05,Paid,2024-03-12
1499,6,72.0,2024-04-11,Rent,501.05,Paid,2024-04-11
1500,6,72.0,2024-05-11,Rent,501.05,Paid,2024-05-11
1501,6,72.0,2024-06-10,Rent,501.05,Paid,2024-06-10
1502,6,72.0,2024-07-10,Rent,501.05,Paid,2024-07-10
1503,6,72.0,2024-08-09,Rent,501.05,Paid,2024-08-09
1504,6,72.0,2024-09-08,Rent,501.05,Paid,2024-09-08
1505,6,72.0,2024-10-08,Rent,501.05,Paid,2024-10-08
1506,6,72.0,2024-11-07,Rent,501.05,Pending,2024-11-07
1507,6,72.0,2024-12-07,Rent,501.05,Paid,2024-12-07
1508,1,73.0,2022-06-08,Rent,568.82,Paid,2022-06-08
1509,1,73.0,2022-07-08,Rent,568.82,Pending,2022-07-08
1510,1,73.0,2022-08-07,Rent,568.82,Paid,2022-08-07
1511,1,73.0,2022-09-06,Rent,568.82,Paid,2022-09-06
1512,1,73.0,2022-10-06,Rent,568.82,Paid,2022-10-06
1513,1,73.0,2022-11-05,Rent,568.82,Paid,2022-11-05
1514,1,73.0,2022-12-05,Rent,568.82,Paid,2022-12-05
1515,1,73.0,2023-01-04,Rent,568.82,Paid,2023-01-04
1516,1,73.0,2023-02-03,Rent,568.82,Paid,2023-02-03
1517,1,73.0,2023-03-05,Rent,568.82,Paid,2023-03-05
1518,1,73.0,2023-04-04,Rent,568.82,Paid,2023-04-04
1519,1,73.0,2023-05-04,Rent,568.82,Paid,2023-05-04
1520,1,73.0,2023-06-03,Rent,568.82,Paid,2023-06-03
1521,1,73.0,2023-07-03,Rent,568.82,Paid,2023-07-03
1522,1,73.0,2023-08-02,Rent,568.82,Paid,2023-08-02
1523,1,73.0,2023-09-01,Rent,568.82,Paid,2023-09-01
1524,1,73.0,2023-10-01,Rent,568.82,Paid,2023-10-01
1525,1,73.0,2023-10-31,Rent,568.82,Paid,2023-10-31
1526,1,73.0,2023-11-30,Rent,568.82,Paid,2023-11-30
1527,1,73.0,2023-12-30,Rent,568.82,Paid,2023-12-30
1528,1,73.0,2024-01-29,Rent,568.82,Paid,2024-01-29
1529,1,73.0,2024-02-28,Rent,568.82,Paid,2024-02-28
1530,1,73.0,2024-03-29,Rent,568.82,Paid,2024-03-29
1531,1,73.0,2024-04-28,Rent,568.82,Paid,2024-04-28
1532,1,73.0,2024-05-28,Rent,568.82,Paid,2024-05-28
1533,1,73.0,2024-06-27,Rent,568.82,Paid,2024-06-27
1534,1,73.0,2024-07-27,Rent,568.82,Paid,2024-07-27
1535,1,73.0,2024-08-26,Rent,568.82,Paid,2024-08-26
1536,1,73.0,2024-09-25,Rent,568.82,Paid,2024-09-25
1537,1,73.0,2024-10-25,Rent,568.82,Paid,2024-10-25
1538,1,73.0,2024-11-24,Rent,568.82,Paid,2024-11-24
1539,1,73.0,2024-12-24,Rent,568.82,Paid,2024-12-24
1540,13,74.0,2022-08-18,Rent,1529.29,Paid,2022-08-18
1541,13,74.0,2022-09-17,Rent,1529.29,Paid,2022-09-17
1542,13,74.0,2022-10-17,Rent,1529.29,Paid,2022-10-17
1543,13,74.0,2022-11-16,Rent,1529.29,Paid,2022-11-16
1544,13,74.0,2022-12-16,Rent,1529.29,Paid,2022-12-16
1545,13,74.0,2023-01-15,Rent,1529.29,Paid,2023-01-15
1546,13,74.0,2023-02-14,Rent,1529.29,Paid,2023-02-14
1547,13,74.0,2023-03-16,Rent,1529.29,Paid,2023-03-16
1548,13,74.0,2023-04-15,Rent,1529.29,Pending,2023-04-15
1549,13,74.0,2023-05-15,Rent,1529.29,Paid,2023-05-15
1550,13,74.0,2023-06-14,Rent,1529.29,Paid,2023-06-14
1551,13,74.0,2023-07-14,Rent,1529.29,Paid,2023-07-14
1552,13,74.0,2023-08-13,Rent,1529.29,Paid,2023-08-13
1553,13,74.0,2023-09-12,Rent,1529.29,Paid,2023-09-12
1554,13,74.0,2023-10-12,Rent,1529.29,Paid,2023-10-12
1555,13,74.0,2023-11-11,Rent,1529.29,Paid,2023-11-11
1556,5,75.0,2023-07-24,Rent,1701.04,Paid,2023-07-24
1557,5,75.0,2023-08-23,Rent,1701.04,Paid,2023-08-23
1558,5,75.0,2023-09-22,Rent,1701.04,Paid,2023-09-22
1559,5,75.0,2023-10-22,Rent,1701.04,Paid,2023-10-22
1560,5,75.0,2023-11-21,Rent,1701.04,Paid,2023-11-21
1561,5,75.0,2023-12-21,Rent,1701.04,Paid,2023-12-21
1562,5,75.0,2024-01-20,Rent,1701.04,Paid,2024-01-20
1563,5,75.0,2024-02-19,Rent,1701.04,Paid,2024-02-19
1564,5,75.0,2024-03-20,Rent,1701.04,Paid,2024-03-20
1565,5,75.0,2024-04-19,Rent,1701.04,Paid,2024-04-19
1566,5,75.0,2024-05-19,Rent,1701.04,Paid,2024-05-19
